source,relation,target
granulomas,MENTIONED_IN,chunk_3018
eosinophilia,MENTIONED_IN,chunk_3018
penicillin,MENTIONED_IN,chunk_3019
amoxicillin,MENTIONED_IN,chunk_3019
clavulanic acid,MENTIONED_IN,chunk_3019
Intracranial aneurysms,MENTIONED_IN,chunk_3020
cocaine abuse,MENTIONED_IN,chunk_3020
cocaine abuse,MENTIONED_IN,chunk_3021
subarachnoid hemorrhage,MENTIONED_IN,chunk_3021
cocaine,MENTIONED_IN,chunk_3023
aneurysms,MENTIONED_IN,chunk_3023
cocaine,CO_OCCURS_WITH,aneurysms
cocaine abuse,MENTIONED_IN,chunk_3024
ruptured aneurysms,MENTIONED_IN,chunk_3024
aneurysm,MENTIONED_IN,chunk_3025
subarachnoid hemorrhage,MENTIONED_IN,chunk_3025
aneurysms,MENTIONED_IN,chunk_3027
aneurysms,MENTIONED_IN,chunk_3028
cocaine,MENTIONED_IN,chunk_3034
aneurysms,MENTIONED_IN,chunk_3034
Cocaine,MENTIONED_IN,chunk_3035
aneurysms,MENTIONED_IN,chunk_3035
aneurysmal rupture,MENTIONED_IN,chunk_3035
Cocaine,CO_OCCURS_WITH,aneurysms
Cocaine,CO_OCCURS_WITH,aneurysmal rupture
absence seizures,MENTIONED_IN,chunk_3036
epileptic,MENTIONED_IN,chunk_3036
carbamazepine,MENTIONED_IN,chunk_3037
absence epilepsy,MENTIONED_IN,chunk_3037
vigabatrin,MENTIONED_IN,chunk_3037
carbamazepine,CO_OCCURS_WITH,absence epilepsy
vigabatrin,CO_OCCURS_WITH,absence epilepsy
absence seizure,MENTIONED_IN,chunk_3038
gamma-aminobutyric acid,MENTIONED_IN,chunk_3039
absence epilepsy,MENTIONED_IN,chunk_3039
gamma-aminobutyric acid,CO_OCCURS_WITH,absence epilepsy
absence seizure,MENTIONED_IN,chunk_3040
absence seizure,MENTIONED_IN,chunk_3041
seizure,MENTIONED_IN,chunk_3042
epilepsy,MENTIONED_IN,chunk_3043
absence epilepsy,MENTIONED_IN,chunk_3043
absence seizures,MENTIONED_IN,chunk_3043
Procainamide,MENTIONED_IN,chunk_3044
ventricular tachycardia,MENTIONED_IN,chunk_3044
Procainamide,CO_OCCURS_WITH,ventricular tachycardia
procainamide,MENTIONED_IN,chunk_3045
ventricular tachycardia,MENTIONED_IN,chunk_3045
procainamide,CO_OCCURS_WITH,ventricular tachycardia
procainamide,MENTIONED_IN,chunk_3046
ventricular tachycardia,MENTIONED_IN,chunk_3046
procainamide,MENTIONED_IN,chunk_3047
atrial flutter,MENTIONED_IN,chunk_3047
premature ventricular contractions,MENTIONED_IN,chunk_3047
procainamide,CO_OCCURS_WITH,atrial flutter
procainamide,CO_OCCURS_WITH,premature ventricular contractions
syncope,MENTIONED_IN,chunk_3048
Q-T prolongation,MENTIONED_IN,chunk_3048
ventricular tachycardia,MENTIONED_IN,chunk_3048
arrhythmia,MENTIONED_IN,chunk_3049
arrhythmia,MENTIONED_IN,chunk_3050
ventricular fibrillation,MENTIONED_IN,chunk_3050
procainamide,MENTIONED_IN,chunk_3051
ventricular tachycardia,MENTIONED_IN,chunk_3051
procainamide,MENTIONED_IN,chunk_3052
ventricular tachycardia,MENTIONED_IN,chunk_3052
prolonged Q-T syndrome,MENTIONED_IN,chunk_3052
procainamide,CO_OCCURS_WITH,prolonged Q-T syndrome
hypertension,MENTIONED_IN,chunk_3053
bradykinin,MENTIONED_IN,chunk_3053
bradykinin,CO_OCCURS_WITH,hypertension
hypertension,MENTIONED_IN,chunk_3054
hypertension,MENTIONED_IN,chunk_3055
bradykinin,MENTIONED_IN,chunk_3055
dextran,MENTIONED_IN,chunk_3056
phenylephrine,MENTIONED_IN,chunk_3056
hypertension,MENTIONED_IN,chunk_3056
Hoe-140,MENTIONED_IN,chunk_3056
dextran,CO_OCCURS_WITH,hypertension
phenylephrine,CO_OCCURS_WITH,hypertension
Hoe-140,CO_OCCURS_WITH,hypertension
dextran,MENTIONED_IN,chunk_3057
Phenylephrine,MENTIONED_IN,chunk_3057
hypertension,MENTIONED_IN,chunk_3058
bradykinin,MENTIONED_IN,chunk_3058
initiation induced by carcinogens,MENTIONED_IN,chunk_3059
5-azacytidine,MENTIONED_IN,chunk_3059
5-azacytidine,CO_OCCURS_WITH,initiation induced by carcinogens
5-azacytidine,MENTIONED_IN,chunk_3060
initiation of carcinogenic process,MENTIONED_IN,chunk_3060
N-methyl-N-nitrosourea,MENTIONED_IN,chunk_3060
"1,2-dimethylhydrazine",MENTIONED_IN,chunk_3060
"1,2-DMH",MENTIONED_IN,chunk_3060
benzo[a]-pyrene,MENTIONED_IN,chunk_3060
5-AzC,MENTIONED_IN,chunk_3060
5-azacytidine,CO_OCCURS_WITH,initiation of carcinogenic process
N-methyl-N-nitrosourea,CO_OCCURS_WITH,initiation of carcinogenic process
"1,2-dimethylhydrazine",CO_OCCURS_WITH,initiation of carcinogenic process
"1,2-DMH",CO_OCCURS_WITH,initiation of carcinogenic process
benzo[a]-pyrene,CO_OCCURS_WITH,initiation of carcinogenic process
5-AzC,CO_OCCURS_WITH,initiation of carcinogenic process
2-acetylaminofluorene,MENTIONED_IN,chunk_3061
CCl4,MENTIONED_IN,chunk_3061
5-AzC,MENTIONED_IN,chunk_3062
[3H]-5-azadeoxycytidine,MENTIONED_IN,chunk_3063
"1,2-DMH",MENTIONED_IN,chunk_3063
5-AzC,MENTIONED_IN,chunk_3064
cytosine,MENTIONED_IN,chunk_3064
5-AzC,MENTIONED_IN,chunk_3065
risperidone,MENTIONED_IN,chunk_3066
Withdrawal-emergent rabbit syndrome,MENTIONED_IN,chunk_3066
risperidone,CO_OCCURS_WITH,Withdrawal-emergent rabbit syndrome
Rabbit syndrome,MENTIONED_IN,chunk_3067
RS,MENTIONED_IN,chunk_3067
withdrawal-emergent RS,MENTIONED_IN,chunk_3068
risperidone,MENTIONED_IN,chunk_3069
RS,MENTIONED_IN,chunk_3069
risperidone,CO_OCCURS_WITH,RS
trihexyphenidyl,MENTIONED_IN,chunk_3070
risperidone,MENTIONED_IN,chunk_3071
serotonin,MENTIONED_IN,chunk_3071
withdrawal-emergent RS,MENTIONED_IN,chunk_3071
RS,MENTIONED_IN,chunk_3071
dopamine,MENTIONED_IN,chunk_3071
risperidone,CO_OCCURS_WITH,withdrawal-emergent RS
serotonin,CO_OCCURS_WITH,withdrawal-emergent RS
serotonin,CO_OCCURS_WITH,RS
dopamine,CO_OCCURS_WITH,withdrawal-emergent RS
dopamine,CO_OCCURS_WITH,RS
Verapamil,MENTIONED_IN,chunk_3072
hypertensive,MENTIONED_IN,chunk_3072
myocardial infarction,MENTIONED_IN,chunk_3072
Verapamil,CO_OCCURS_WITH,hypertensive
Verapamil,CO_OCCURS_WITH,myocardial infarction
Verapamil,MENTIONED_IN,chunk_3073
depression,MENTIONED_IN,chunk_3074
captopril,MENTIONED_IN,chunk_3075
myocardial infarction,MENTIONED_IN,chunk_3075
hypertension,MENTIONED_IN,chunk_3075
verapamil,MENTIONED_IN,chunk_3075
captopril,CO_OCCURS_WITH,myocardial infarction
verapamil,CO_OCCURS_WITH,myocardial infarction
verapamil,CO_OCCURS_WITH,hypertension
verapamil,MENTIONED_IN,chunk_3076
catecholamines,MENTIONED_IN,chunk_3076
methotrexate,MENTIONED_IN,chunk_3077
meningeal leukemia,MENTIONED_IN,chunk_3077
methotrexate,CO_OCCURS_WITH,meningeal leukemia
meningeal disease,MENTIONED_IN,chunk_3078
methotrexate,MENTIONED_IN,chunk_3078
acute lymphoblastic leukemia,MENTIONED_IN,chunk_3078
methotrexate,CO_OCCURS_WITH,meningeal disease
methotrexate,CO_OCCURS_WITH,acute lymphoblastic leukemia
methotrexate,MENTIONED_IN,chunk_3079
methotrexate,MENTIONED_IN,chunk_3080
Leucovorin,MENTIONED_IN,chunk_3080
methotrexate,MENTIONED_IN,chunk_3081
mucositis,MENTIONED_IN,chunk_3085
bilirubin,MENTIONED_IN,chunk_3085
neutropenia,MENTIONED_IN,chunk_3085
toxicities,MENTIONED_IN,chunk_3085
bilirubin,CO_OCCURS_WITH,mucositis
bilirubin,CO_OCCURS_WITH,neutropenia
bilirubin,CO_OCCURS_WITH,toxicities
transient hemiparesis,MENTIONED_IN,chunk_3086
seizures,MENTIONED_IN,chunk_3086
methotrexate,MENTIONED_IN,chunk_3087
acute lymphoblastic leukemia,MENTIONED_IN,chunk_3087
erythroderma,MENTIONED_IN,chunk_3088
carbamazepine,MENTIONED_IN,chunk_3088
renal failure,MENTIONED_IN,chunk_3088
Hypersensitivity,MENTIONED_IN,chunk_3088
eosinophilia,MENTIONED_IN,chunk_3088
leukemoid reaction,MENTIONED_IN,chunk_3088
carbamazepine,CO_OCCURS_WITH,erythroderma
carbamazepine,CO_OCCURS_WITH,renal failure
carbamazepine,CO_OCCURS_WITH,Hypersensitivity
carbamazepine,CO_OCCURS_WITH,eosinophilia
carbamazepine,CO_OCCURS_WITH,leukemoid reaction
erythroderma,MENTIONED_IN,chunk_3089
carbamazepine,MENTIONED_IN,chunk_3089
hypersensitivity,MENTIONED_IN,chunk_3089
renal failure,MENTIONED_IN,chunk_3089
hyponatremia,MENTIONED_IN,chunk_3089
eosinophilia,MENTIONED_IN,chunk_3089
leukemoid reaction,MENTIONED_IN,chunk_3089
carbamazepine,CO_OCCURS_WITH,hypersensitivity
carbamazepine,CO_OCCURS_WITH,hyponatremia
carbamazepine,MENTIONED_IN,chunk_3090
nicotine,MENTIONED_IN,chunk_3091
kainic acid,MENTIONED_IN,chunk_3092
locomotor hypoactivity,MENTIONED_IN,chunk_3094
nicotine,MENTIONED_IN,chunk_3094
nicotine,CO_OCCURS_WITH,locomotor hypoactivity
nicotine,MENTIONED_IN,chunk_3096
hyperactivity,MENTIONED_IN,chunk_3096
choline,MENTIONED_IN,chunk_3097
tyrosine,MENTIONED_IN,chunk_3098
depression,MENTIONED_IN,chunk_3099
dobutamine,MENTIONED_IN,chunk_3100
myocardial ischemia,MENTIONED_IN,chunk_3100
dobutamine,CO_OCCURS_WITH,myocardial ischemia
dobutamine,MENTIONED_IN,chunk_3101
myocardial ischemia,MENTIONED_IN,chunk_3101
ischemia,MENTIONED_IN,chunk_3102
dobutamine,MENTIONED_IN,chunk_3102
myocardial ischemia,MENTIONED_IN,chunk_3102
Tc99m-Sestamibi,MENTIONED_IN,chunk_3102
dobutamine,CO_OCCURS_WITH,ischemia
Tc99m-Sestamibi,CO_OCCURS_WITH,myocardial ischemia
Tc99m-Sestamibi,CO_OCCURS_WITH,ischemia
Sestamibi,MENTIONED_IN,chunk_3103
dobutamine,MENTIONED_IN,chunk_3103
dobutamine,MENTIONED_IN,chunk_3104
ischemia,MENTIONED_IN,chunk_3105
dobutamine,MENTIONED_IN,chunk_3106
myocardial ischemia,MENTIONED_IN,chunk_3108
paracetamol,MENTIONED_IN,chunk_3109
alcohol,MENTIONED_IN,chunk_3109
Acute liver failure,MENTIONED_IN,chunk_3109
paracetamol,CO_OCCURS_WITH,Acute liver failure
alcohol,CO_OCCURS_WITH,Acute liver failure
paracetamol,MENTIONED_IN,chunk_3110
hepatotoxicity,MENTIONED_IN,chunk_3110
alcohol,MENTIONED_IN,chunk_3110
acetaminophen,MENTIONED_IN,chunk_3110
paracetamol,CO_OCCURS_WITH,hepatotoxicity
alcohol,CO_OCCURS_WITH,hepatotoxicity
acetaminophen,CO_OCCURS_WITH,hepatotoxicity
liver failure,MENTIONED_IN,chunk_3111
alcohol,MENTIONED_IN,chunk_3111
paracetamol,MENTIONED_IN,chunk_3111
paracetamol,CO_OCCURS_WITH,liver failure
alcohol,CO_OCCURS_WITH,liver failure
paracetamol,MENTIONED_IN,chunk_3112
paracetamol,MENTIONED_IN,chunk_3113
hepatotoxicity,MENTIONED_IN,chunk_3113
liver failure,MENTIONED_IN,chunk_3116
alcohol,MENTIONED_IN,chunk_3116
paracetamol,MENTIONED_IN,chunk_3117
chest pain,MENTIONED_IN,chunk_3118
Cocaine,MENTIONED_IN,chunk_3118
cocaine,MENTIONED_IN,chunk_3118
Cocaine,CO_OCCURS_WITH,chest pain
cocaine,CO_OCCURS_WITH,chest pain
cocaine,MENTIONED_IN,chunk_3119
chest pain,MENTIONED_IN,chunk_3120
cocaine,MENTIONED_IN,chunk_3120
chest pain,MENTIONED_IN,chunk_3121
cocaine,MENTIONED_IN,chunk_3121
cocaine,MENTIONED_IN,chunk_3122
rhabdomyolysis,MENTIONED_IN,chunk_3123
simvastatin,MENTIONED_IN,chunk_3123
atazanavir,MENTIONED_IN,chunk_3123
amiodarone,MENTIONED_IN,chunk_3123
acute renal failure,MENTIONED_IN,chunk_3123
simvastatin,CO_OCCURS_WITH,rhabdomyolysis
simvastatin,CO_OCCURS_WITH,acute renal failure
amiodarone,CO_OCCURS_WITH,rhabdomyolysis
amiodarone,CO_OCCURS_WITH,acute renal failure
atazanavir,CO_OCCURS_WITH,rhabdomyolysis
atazanavir,CO_OCCURS_WITH,acute renal failure
simvastatin,MENTIONED_IN,chunk_3124
rhabdomyolysis,MENTIONED_IN,chunk_3124
atazanavir,MENTIONED_IN,chunk_3124
amiodarone,MENTIONED_IN,chunk_3124
acute renal failure,MENTIONED_IN,chunk_3124
pain,MENTIONED_IN,chunk_3125
coronary artery disease,MENTIONED_IN,chunk_3125
hyperlipidemia,MENTIONED_IN,chunk_3125
human immunodeficiency virus,MENTIONED_IN,chunk_3125
fatigue,MENTIONED_IN,chunk_3125
atrial fibrillation,MENTIONED_IN,chunk_3125
simvastatin,MENTIONED_IN,chunk_3126
blood urea nitrogen,MENTIONED_IN,chunk_3126
atazanavir,MENTIONED_IN,chunk_3126
amiodarone,MENTIONED_IN,chunk_3126
creatine,MENTIONED_IN,chunk_3126
creatinine,MENTIONED_IN,chunk_3127
alanine,MENTIONED_IN,chunk_3127
aspartate,MENTIONED_IN,chunk_3127
amiodarone,MENTIONED_IN,chunk_3128
Simvastatin,MENTIONED_IN,chunk_3128
human immunodeficiency virus,MENTIONED_IN,chunk_3128
amiodarone,CO_OCCURS_WITH,human immunodeficiency virus
Simvastatin,CO_OCCURS_WITH,human immunodeficiency virus
creatinine,MENTIONED_IN,chunk_3129
creatine,MENTIONED_IN,chunk_3129
rhabdomyolysis,MENTIONED_IN,chunk_3132
simvastatin,MENTIONED_IN,chunk_3132
Simvastatin,MENTIONED_IN,chunk_3133
Amiodarone,MENTIONED_IN,chunk_3134
atazanavir,MENTIONED_IN,chunk_3134
statins,MENTIONED_IN,chunk_3135
simvastatin,MENTIONED_IN,chunk_3136
fluvastatin,MENTIONED_IN,chunk_3136
atorvastatin,MENTIONED_IN,chunk_3136
statins,MENTIONED_IN,chunk_3136
rosuvastatin,MENTIONED_IN,chunk_3136
lovastatin,MENTIONED_IN,chunk_3136
pravastatin,MENTIONED_IN,chunk_3136
vinorelbine,MENTIONED_IN,chunk_3137
squamous cell esophageal carcinoma,MENTIONED_IN,chunk_3137
vinorelbine,CO_OCCURS_WITH,squamous cell esophageal carcinoma
Cancer,MENTIONED_IN,chunk_3138
VNB,MENTIONED_IN,chunk_3139
vinorelbine,MENTIONED_IN,chunk_3139
squamous cell esophageal carcinoma,MENTIONED_IN,chunk_3139
VNB,CO_OCCURS_WITH,squamous cell esophageal carcinoma
cisplatin,MENTIONED_IN,chunk_3141
toxicity,MENTIONED_IN,chunk_3141
VNB,MENTIONED_IN,chunk_3142
VNB,MENTIONED_IN,chunk_3145
toxicity,MENTIONED_IN,chunk_3145
granulocytopenia,MENTIONED_IN,chunk_3146
infection,MENTIONED_IN,chunk_3147
deaths,MENTIONED_IN,chunk_3147
VNB,MENTIONED_IN,chunk_3148
peripheral neurotoxicity,MENTIONED_IN,chunk_3148
esophageal squamous cell carcinoma,MENTIONED_IN,chunk_3148
VNB,CO_OCCURS_WITH,esophageal squamous cell carcinoma
VNB,CO_OCCURS_WITH,peripheral neurotoxicity
VNB,MENTIONED_IN,chunk_3149
toxicity,MENTIONED_IN,chunk_3149
nonsmall cell lung carcinoma,MENTIONED_IN,chunk_3150
cisplatin,MENTIONED_IN,chunk_3150
gemcitabine,MENTIONED_IN,chunk_3150
Paclitaxel,MENTIONED_IN,chunk_3150
gemcitabine,CO_OCCURS_WITH,nonsmall cell lung carcinoma
Paclitaxel,CO_OCCURS_WITH,nonsmall cell lung carcinoma
nonsmall cell lung carcinoma,MENTIONED_IN,chunk_3151
NSCLC,MENTIONED_IN,chunk_3151
Cisplatin,MENTIONED_IN,chunk_3151
Cisplatin,CO_OCCURS_WITH,nonsmall cell lung carcinoma
Cisplatin,CO_OCCURS_WITH,NSCLC
paclitaxel,MENTIONED_IN,chunk_3152
cisplatin,MENTIONED_IN,chunk_3152
gemcitabine,MENTIONED_IN,chunk_3152
toxicity,MENTIONED_IN,chunk_3152
NSCLC,MENTIONED_IN,chunk_3152
paclitaxel,CO_OCCURS_WITH,toxicity
paclitaxel,CO_OCCURS_WITH,NSCLC
gemcitabine,CO_OCCURS_WITH,NSCLC
paclitaxel,MENTIONED_IN,chunk_3153
cisplatin,MENTIONED_IN,chunk_3153
gemcitabine,MENTIONED_IN,chunk_3153
NSCLC,MENTIONED_IN,chunk_3153
toxicity,MENTIONED_IN,chunk_3154
toxicity,MENTIONED_IN,chunk_3155
paclitaxel,MENTIONED_IN,chunk_3163
cisplatin,MENTIONED_IN,chunk_3164
gemcitabine,MENTIONED_IN,chunk_3165
thrombocytopenia,MENTIONED_IN,chunk_3166
neutropenia,MENTIONED_IN,chunk_3166
death,MENTIONED_IN,chunk_3169
toxicities,MENTIONED_IN,chunk_3170
paclitaxel,MENTIONED_IN,chunk_3172
cisplatin,MENTIONED_IN,chunk_3172
gemcitabine,MENTIONED_IN,chunk_3172
NSCLC,MENTIONED_IN,chunk_3172
cisplatin,MENTIONED_IN,chunk_3173
aponidine hydrochloride,MENTIONED_IN,chunk_3174
apraclonidine,MENTIONED_IN,chunk_3175
apraclonidine,MENTIONED_IN,chunk_3177
ocular hypotensive,MENTIONED_IN,chunk_3177
apraclonidine,CO_OCCURS_WITH,ocular hypotensive
Decreases in systolic blood pressure,MENTIONED_IN,chunk_3178
Conjunctival blanching,MENTIONED_IN,chunk_3180
mydriasis,MENTIONED_IN,chunk_3180
corneal abrasion,MENTIONED_IN,chunk_3182
entropion,MENTIONED_IN,chunk_3182
organic mental disorders,MENTIONED_IN,chunk_3183
Carmofur,MENTIONED_IN,chunk_3183
Carmofur,CO_OCCURS_WITH,organic mental disorders
leukoencephalopathy,MENTIONED_IN,chunk_3184
carmofur,MENTIONED_IN,chunk_3184
Organic mental disorder,MENTIONED_IN,chunk_3184
carmofur,CO_OCCURS_WITH,leukoencephalopathy
carmofur,CO_OCCURS_WITH,Organic mental disorder
organic personality syndrome,MENTIONED_IN,chunk_3185
frontal lobe syndrome,MENTIONED_IN,chunk_3186
leukoencephalopathy,MENTIONED_IN,chunk_3188
carmofur,MENTIONED_IN,chunk_3188
organic personality syndrome,MENTIONED_IN,chunk_3188
carmofur,CO_OCCURS_WITH,organic personality syndrome
structural damage to the frontal lobe,MENTIONED_IN,chunk_3189
mexiletine,MENTIONED_IN,chunk_3190
arrhythmia,MENTIONED_IN,chunk_3191
Mexitil-Perlongets,MENTIONED_IN,chunk_3193
myocardial infarction,MENTIONED_IN,chunk_3193
mexiletine,MENTIONED_IN,chunk_3193
Mexitil-Perlongets,CO_OCCURS_WITH,myocardial infarction
mexiletine,CO_OCCURS_WITH,myocardial infarction
mexiletine,MENTIONED_IN,chunk_3195
mexiletine,MENTIONED_IN,chunk_3196
mexiletine,MENTIONED_IN,chunk_3197
deaths,MENTIONED_IN,chunk_3197
mexiletine,CO_OCCURS_WITH,deaths
gastrointestinal problems,MENTIONED_IN,chunk_3201
tremor,MENTIONED_IN,chunk_3201
mexiletine,MENTIONED_IN,chunk_3201
mexiletine,CO_OCCURS_WITH,gastrointestinal problems
mexiletine,CO_OCCURS_WITH,tremor
hyperactivity,MENTIONED_IN,chunk_3202
calcitonin,MENTIONED_IN,chunk_3202
amphetamine,MENTIONED_IN,chunk_3202
calcitonin,CO_OCCURS_WITH,hyperactivity
Calcitonin,MENTIONED_IN,chunk_3203
calcitonin,MENTIONED_IN,chunk_3203
amphetamine,MENTIONED_IN,chunk_3204
calcitonin,MENTIONED_IN,chunk_3205
calcitonin,MENTIONED_IN,chunk_3206
calcitonin,MENTIONED_IN,chunk_3207
amphetamine,MENTIONED_IN,chunk_3207
epinephrine,MENTIONED_IN,chunk_3208
intracranial bleeding,MENTIONED_IN,chunk_3208
epinephrine,CO_OCCURS_WITH,intracranial bleeding
allergic reaction,MENTIONED_IN,chunk_3209
pulmonary edema,MENTIONED_IN,chunk_3209
wheezing,MENTIONED_IN,chunk_3209
respiratory distress,MENTIONED_IN,chunk_3210
rash,MENTIONED_IN,chunk_3210
epinephrine,MENTIONED_IN,chunk_3210
epinephrine,CO_OCCURS_WITH,respiratory distress
epinephrine,CO_OCCURS_WITH,rash
subarachnoid hemorrhage,MENTIONED_IN,chunk_3211
cardiac arrest,MENTIONED_IN,chunk_3211
Epinephrine,MENTIONED_IN,chunk_3212
allergic reaction,MENTIONED_IN,chunk_3212
hypertension,MENTIONED_IN,chunk_3212
cardiac arrest,MENTIONED_IN,chunk_3212
Epinephrine,CO_OCCURS_WITH,allergic reaction
Epinephrine,CO_OCCURS_WITH,hypertension
Epinephrine,CO_OCCURS_WITH,cardiac arrest
rhabdomyolysis,MENTIONED_IN,chunk_3213
molindone,MENTIONED_IN,chunk_3213
molindone,CO_OCCURS_WITH,rhabdomyolysis
psychiatric,MENTIONED_IN,chunk_3214
Rhabdomyolysis,MENTIONED_IN,chunk_3214
rhabdomyolysis,MENTIONED_IN,chunk_3215
rhabdomyolysis,MENTIONED_IN,chunk_3216
molindone,MENTIONED_IN,chunk_3216
schizophrenic,MENTIONED_IN,chunk_3216
acute renal failure,MENTIONED_IN,chunk_3216
molindone,CO_OCCURS_WITH,schizophrenic
molindone,CO_OCCURS_WITH,acute renal failure
molindone,MENTIONED_IN,chunk_3217
calcium,MENTIONED_IN,chunk_3218
Cardiovascular alterations,MENTIONED_IN,chunk_3218
calcium,CO_OCCURS_WITH,Cardiovascular alterations
cardiovascular alterations,MENTIONED_IN,chunk_3219
calcium,MENTIONED_IN,chunk_3219
Ro 40-5967,MENTIONED_IN,chunk_3219
calcium,CO_OCCURS_WITH,cardiovascular alterations
Ro 40-5967,CO_OCCURS_WITH,cardiovascular alterations
calcium,MENTIONED_IN,chunk_3220
cardiovascular malformations,MENTIONED_IN,chunk_3220
calcium,CO_OCCURS_WITH,cardiovascular malformations
verapamil,MENTIONED_IN,chunk_3221
diltiazem,MENTIONED_IN,chunk_3221
calcium,MENTIONED_IN,chunk_3221
nifedipine,MENTIONED_IN,chunk_3221
calcium,MENTIONED_IN,chunk_3222
cardiovascular malformations,MENTIONED_IN,chunk_3222
nifedipine,MENTIONED_IN,chunk_3223
calcium,MENTIONED_IN,chunk_3223
verapamil,MENTIONED_IN,chunk_3223
cardiovascular malformations,MENTIONED_IN,chunk_3223
nifedipine,CO_OCCURS_WITH,cardiovascular malformations
verapamil,CO_OCCURS_WITH,cardiovascular malformations
verapamil,MENTIONED_IN,chunk_3224
Ro 40-5967,MENTIONED_IN,chunk_3224
lamivudine,MENTIONED_IN,chunk_3225
hepatitis B virus e antigen,MENTIONED_IN,chunk_3225
hepatitis B,MENTIONED_IN,chunk_3226
LAM,MENTIONED_IN,chunk_3228
lamivudine,MENTIONED_IN,chunk_3228
HBeAg,MENTIONED_IN,chunk_3228
LAM,MENTIONED_IN,chunk_3229
HBeAg,MENTIONED_IN,chunk_3229
HBsAg,MENTIONED_IN,chunk_3230
LAM,MENTIONED_IN,chunk_3230
HBsAg,MENTIONED_IN,chunk_3231
LAM,MENTIONED_IN,chunk_3231
LAM,MENTIONED_IN,chunk_3232
HBeAg,MENTIONED_IN,chunk_3232
nucleotide,MENTIONED_IN,chunk_3233
tenofovir,MENTIONED_IN,chunk_3233
LAM,MENTIONED_IN,chunk_3233
adefovir,MENTIONED_IN,chunk_3233
sevoflurane,MENTIONED_IN,chunk_3234
convulsions,MENTIONED_IN,chunk_3234
lidocaine,MENTIONED_IN,chunk_3234
sevoflurane,CO_OCCURS_WITH,convulsions
lidocaine,CO_OCCURS_WITH,convulsions
sevoflurane,MENTIONED_IN,chunk_3235
convulsions,MENTIONED_IN,chunk_3235
lidocaine,MENTIONED_IN,chunk_3235
convulsive,MENTIONED_IN,chunk_3236
lidocaine,MENTIONED_IN,chunk_3239
sevoflurane,MENTIONED_IN,chunk_3243
sevoflurane,MENTIONED_IN,chunk_3248
sevoflurane,MENTIONED_IN,chunk_3249
sevoflurane,MENTIONED_IN,chunk_3250
enflurane,MENTIONED_IN,chunk_3250
convulsive,MENTIONED_IN,chunk_3250
sevoflurane,CO_OCCURS_WITH,convulsive
enflurane,CO_OCCURS_WITH,convulsive
sevoflurane,MENTIONED_IN,chunk_3251
convulsions,MENTIONED_IN,chunk_3251
enflurane,MENTIONED_IN,chunk_3251
enflurane,CO_OCCURS_WITH,convulsions
sevoflurane,MENTIONED_IN,chunk_3252
enflurane,MENTIONED_IN,chunk_3254
lidocaine,MENTIONED_IN,chunk_3255
calcium,MENTIONED_IN,chunk_3256
Apamin,MENTIONED_IN,chunk_3256
potassium,MENTIONED_IN,chunk_3256
sevoflurane,MENTIONED_IN,chunk_3257
Apamin,MENTIONED_IN,chunk_3258
convulsive,MENTIONED_IN,chunk_3258
Apamin,CO_OCCURS_WITH,convulsive
depression,MENTIONED_IN,chunk_3264
sevoflurane,MENTIONED_IN,chunk_3264
convulsive,MENTIONED_IN,chunk_3264
lidocaine toxicity,MENTIONED_IN,chunk_3264
sevoflurane,CO_OCCURS_WITH,depression
sevoflurane,CO_OCCURS_WITH,lidocaine toxicity
hypertension,MENTIONED_IN,chunk_3265
dexamethasone,MENTIONED_IN,chunk_3265
atorvastatin,MENTIONED_IN,chunk_3265
atorvastatin,CO_OCCURS_WITH,hypertension
NO,MENTIONED_IN,chunk_3267
hypertension,MENTIONED_IN,chunk_3267
nitric oxide,MENTIONED_IN,chunk_3267
Dex,MENTIONED_IN,chunk_3267
Dexamethasone,MENTIONED_IN,chunk_3267
superoxide,MENTIONED_IN,chunk_3267
O2-,MENTIONED_IN,chunk_3267
Dex,CO_OCCURS_WITH,hypertension
Dexamethasone,CO_OCCURS_WITH,hypertension
superoxide,CO_OCCURS_WITH,hypertension
O2-,CO_OCCURS_WITH,hypertension
Ato,MENTIONED_IN,chunk_3268
NO,MENTIONED_IN,chunk_3268
hypertension,MENTIONED_IN,chunk_3268
Atorvastatin,MENTIONED_IN,chunk_3268
O2-,MENTIONED_IN,chunk_3268
Ato,CO_OCCURS_WITH,hypertension
Atorvastatin,CO_OCCURS_WITH,hypertension
Ato,MENTIONED_IN,chunk_3270
NO,MENTIONED_IN,chunk_3270
O2-,MENTIONED_IN,chunk_3270
Ato,MENTIONED_IN,chunk_3272
Dexamethasone,MENTIONED_IN,chunk_3273
Ato,MENTIONED_IN,chunk_3274
acetylcholine,MENTIONED_IN,chunk_3276
phenylephrine,MENTIONED_IN,chunk_3276
Dex,MENTIONED_IN,chunk_3279
Ato,MENTIONED_IN,chunk_3280
Dex,MENTIONED_IN,chunk_3280
Dex,MENTIONED_IN,chunk_3281
Ato,MENTIONED_IN,chunk_3282
Dex,MENTIONED_IN,chunk_3282
Ato,MENTIONED_IN,chunk_3284
Dex,MENTIONED_IN,chunk_3284
superoxide,MENTIONED_IN,chunk_3284
Ato,MENTIONED_IN,chunk_3286
superoxide,MENTIONED_IN,chunk_3286
Dex,MENTIONED_IN,chunk_3286
isoproterenol,MENTIONED_IN,chunk_3287
