id,label,name
chunk_2733,TextChunk,05 ) without reducing albuminuria ( 617 +/- 50 vs .
chunk_2734,TextChunk,570 +/- 47 mg / day ) or GFR ( 1 .
chunk_2735,TextChunk,03 +/- 0 .
chunk_2736,TextChunk,04 vs .
chunk_2737,TextChunk,1 .
chunk_2738,TextChunk,04 +/- 0 .
chunk_2739,TextChunk,11 ml / min ). Groups 3 and 4 were studied at four and at six months to assess the effect of enalapril on progression of renal injury in adriamycin nephrosis .
chunk_2740,TextChunk,Chronic enalapril treatment reduced blood pressure without reducing albuminuria in group 4 .
chunk_2741,TextChunk,Untreated group 3 rats exhibited a progressive reduction in GFR ( 0 .
chunk_2742,TextChunk,35 +/- 0 .
chunk_2743,TextChunk,"08 ml / min at 4 months , 0 ."
chunk_2744,TextChunk,27 +/- 0 .
chunk_2745,TextChunk,07 ml / min at 6 months ). Enalapril treatment blunted but did not prevent reduction in GFR in group 4 ( 0 .
Enalapril,Chemical,Enalapril
chunk_2746,TextChunk,86 +/- 0 .
chunk_2747,TextChunk,"15 ml / min at 4 months , 0 ."
chunk_2748,TextChunk,69 +/- 0 .
chunk_2749,TextChunk,"13 ml / min at 6 months , both P less than 0 ."
chunk_2750,TextChunk,05 vs .
chunk_2751,TextChunk,group 3 ). Reduction in GFR was associated with the development of glomerular sclerosis
glomerular sclerosis,Disease,glomerular sclerosis
chunk_2752,TextChunk,Butyrylcholinesterase gene mutations in patients with prolonged apnea after succinylcholine for electroconvulsive therapy .
apnea,Disease,apnea
succinylcholine,Chemical,succinylcholine
chunk_2753,TextChunk,BACKGROUND : patients undergoing electroconvulsive therapy ( ECT ) often receive succinylcholine as part of the anesthetic procedure .
chunk_2754,TextChunk,"The duration of action may be prolonged in patients with genetic variants of the butyrylcholinesterase enzyme ( BChE ), the most common being the K - and the A - variants ."
chunk_2755,TextChunk,The aim of the study was to assess the clinical significance of genetic variants in butyrylcholinesterase gene ( BCHE ) in patients with a suspected prolonged duration of action of succinylcholine after ECT .
chunk_2756,TextChunk,METHODS : a total of 13 patients were referred to the Danish Cholinesterase Research Unit after ECT during 38 months .
chunk_2757,TextChunk,"We determined the BChE activity and the BCHE genotype using molecular genetic methods , the duration of apnea , time to sufficient spontaneous ventilation and whether neuromuscular monitoring was used ."
chunk_2758,TextChunk,The duration of apnea was compared with published data on normal subjects .
chunk_2759,TextChunk,"RESULTS : in 11 patients , mutations were found in the BCHE gene , the K - variant being the most frequent ."
chunk_2760,TextChunk,The duration of apnea was 5 - 15 min compared with 3 - 5 .
chunk_2761,TextChunk,3 min from the literature .
chunk_2762,TextChunk,Severe distress was noted in the recovery phase in two patients .
chunk_2763,TextChunk,Neuromuscular monitoring was used in two patients .
chunk_2764,TextChunk,"CONCLUSION : eleven of 13 patients with a prolonged duration of action of succinylcholine had mutations in BCHE , indicating that this is the possible reason for a prolonged period of apnea"
chunk_2765,TextChunk,Ketamine sedation for the reduction of children ' s fractures in the emergency department .
fractures,Disease,fractures
chunk_2766,TextChunk,"BACKGROUND : There recently has been a resurgence in the utilization of ketamine , a unique anesthetic , for emergency - department procedures requiring sedation ."
chunk_2767,TextChunk,The purpose of the present study was to examine the safety and efficacy of ketamine for sedation in the treatment of children ' s fractures in the emergency department .
chunk_2768,TextChunk,"METHODS : One hundred and fourteen children ( average age , 5 ."
chunk_2769,TextChunk,"3 years ; range , twelve months to ten years and ten months ) who underwent closed reduction of an isolated fracture or dislocation in the emergency department at a level - I trauma center were prospectively evaluated ."
fracture,Disease,fracture
dislocation,Disease,dislocation
chunk_2770,TextChunk,Ketamine hydrochloride was administered intravenously ( at a dose of two milligrams per kilogram of body weight ) in ninety - nine of the patients and intramuscularly ( at a dose of four milligrams per kilogram of body weight ) in the other fifteen .
Ketamine hydrochloride,Chemical,Ketamine hydrochloride
chunk_2771,TextChunk,"A board - certified emergency physician skilled in airway management supervised administration of the anesthetic , and the patients were monitored by a registered nurse ."
chunk_2772,TextChunk,"Any pain during the reduction was rated by the orthopaedic surgeon treating the patient according to the Children ' s Hospital of Eastern Ontario Pain Scale ( CHEOPS ). RESULTS : The average time from intravenous administration of ketamine to manipulation of the fracture or dislocation was one minute and thirty - six seconds ( range , twenty seconds to five minutes ), and the average time from intramuscular administration to manipulation was four minutes and forty - two seconds ( range , sixty seconds to fifteen minutes ). The average score according to the Children ' s Hospital of Eastern Ontario Pain Scale was 6 ."
Pain,Disease,Pain
chunk_2773,TextChunk,"4 points ( range , 5 to 10 points ), reflecting minimal or no pain during fracture reduction ."
chunk_2774,TextChunk,Adequate fracture reduction was obtained in 111 of the children .
chunk_2775,TextChunk,Ninety - nine percent ( sixty - eight ) of the sixty - nine parents present during the reduction were pleased with the sedation and would allow it to be used again in a similar situation .
chunk_2776,TextChunk,Patency of the airway and independent respiration were maintained in all of the patients .
chunk_2777,TextChunk,Blood pressure and heart rate remained stable .
chunk_2778,TextChunk,"Minor side effects included nausea ( thirteen patients ), emesis ( eight of the thirteen patients with nausea ), clumsiness ( evident as ataxic movements in ten patients ), and dysphoric reaction ( one patient ). No long - term sequelae were noted , and no patients had hallucinations or nightmares ."
emesis,Disease,emesis
clumsiness,Disease,clumsiness
ataxic movements,Disease,ataxic movements
dysphoric reaction,Disease,dysphoric reaction
chunk_2779,TextChunk,"CONCLUSIONS : Ketamine reliably , safely , and quickly provided adequate sedation to effectively facilitate the reduction of children ' s fractures in the emergency department at our institution ."
chunk_2780,TextChunk,Ketamine
chunk_2781,TextChunk,Prophylactic use of lamivudine with chronic immunosuppressive therapy for rheumatologic disorders .
rheumatologic disorders,Disease,rheumatologic disorders
chunk_2782,TextChunk,The objective of this study was to report our experience concerning the effectiveness of the prophylactic administration of lamivudine in hepatitis B virus surface antigen ( HBs Ag ) positive patients with rheumatologic disease .
hepatitis B virus surface antigen,Chemical,hepatitis B virus surface antigen
HBs Ag,Chemical,HBs Ag
rheumatologic disease,Disease,rheumatologic disease
chunk_2783,TextChunk,"From June 2004 to October 2006 , 11 HBs Ag positive patients with rheumatologic diseases , who were on both immunosuppressive and prophylactic lamivudine therapies , were retrospectively assessed ."
rheumatologic diseases,Disease,rheumatologic diseases
chunk_2784,TextChunk,"Liver function tests , hepatitis B virus ( HBV ) serologic markers , and HBV DNA levels of the patients during follow - up were obtained from hospital file records ."
chunk_2785,TextChunk,"Eleven patients ( six male ) with median age 47 years ( range 27 - 73 ), median disease duration 50 months ( range 9 - 178 ) and median follow - up period of patients 13 ."
chunk_2786,TextChunk,8 months ( range 5 - 27 ) were enrolled in this study .
chunk_2787,TextChunk,Lamivudine therapy was started 3 - 7 days prior to immunosuppressive therapy in all patients .
Lamivudine,Chemical,Lamivudine
chunk_2788,TextChunk,"Baseline , liver function tests were elevated in two patients ( fourth patient : ALT : 122 IU / l , AST : 111 IU / l , tenth patient : ALT : 294 IU / l , AST : 274 IU / l , with minimal changes in the liver biopsy in both ). Shortly after treatment their tests normalized and during follow - up period none of the patients had abnormal liver function tests ."
abnormal liver function,Disease,abnormal liver function
chunk_2789,TextChunk,In four patients HBV DNA levels were higher than normal at baseline .
chunk_2790,TextChunk,Two of these normalized and the others increased later .
chunk_2791,TextChunk,"In three additional patients , HBV DNA levels were increased during follow - up ."
chunk_2792,TextChunk,of the patients had significant clinical sings of HBV activation .
chunk_2793,TextChunk,Lamivudine was well tolerated and was continued in all patients .
chunk_2794,TextChunk,Prophylactic administration of lamivudine
chunk_2795,TextChunk,Safety of transesophageal echocardiography in adults : study in a multidisciplinary hospital .
chunk_2796,TextChunk,BACKGROUND : TEE is a semi - invasive tool broadly used and its utilization associated to sedatives drugs might to affect the procedure safety .
chunk_2797,TextChunk,OBJECTIVE : to analyze aspects of TEE safety associated to the use of Midazolan ( MZ ) and Flumazenil ( FL ) and the influence of the clinical variables on the event rate .
Midazolan,Chemical,Midazolan
MZ,Chemical,MZ
Flumazenil,Chemical,Flumazenil
FL,Chemical,FL
chunk_2798,TextChunk,METHOD : prospective study with 137 patients that underwent TEE with MZ associated to moderate sedation .
chunk_2799,TextChunk,"We analyzed the following events : complications related with the topical anesthesia , with MZ use and with the procedure ."
chunk_2800,TextChunk,"Uni - and multivariate analyses were used to test the influence of the clinical variables : age , sex , stroke , myocardiopathy ( MP ), duration of the test , mitral regurgitation ( MR ) and the MZ dose ."
myocardiopathy,Disease,myocardiopathy
MP,Disease,MP
MR,Disease,MR
chunk_2801,TextChunk,RESULTS : All patients ( 65 +/- 16 yrs ; 58 % males ) finished the examination .
chunk_2802,TextChunk,The mean doses of MZ and FL were 4 .
chunk_2803,TextChunk,3 +/- 1 .
chunk_2804,TextChunk,9 mg and 0 .
chunk_2805,TextChunk,28 +/- 0 .
chunk_2806,TextChunk,"2 mg , respectively ."
chunk_2807,TextChunk,The duration of the examination and the mean ejection fraction ( EF ) were 16 .
chunk_2808,TextChunk,4 +/- 6 .
chunk_2809,TextChunk,"1 minutes and 60 +/- 9 %, respectively ."
chunk_2810,TextChunk,Mild hypoxia ( SO2 < 90 %) was the most common event ( 11 patients ); 3 patients ( 2 %) presented transient hypoxia due to upper airway obstruction by probe introduction and 8 ( 5 .
hypoxia,Disease,hypoxia
airway obstruction,Disease,airway obstruction
chunk_2811,TextChunk,8 %) due to hypoxia caused by MZ use .
chunk_2812,TextChunk,Transient hypotension ( SAP < 90mmHg ) occurred in 1 patient ( 0 .
chunk_2813,TextChunk,"7 %). The multivariate analysis showed that severe MR , MP ( EF < 45 %) and high doses of MZ (> 5mg ) were associated with events ( p < 0 ."
chunk_2814,TextChunk,"001 ). The EF was 40 %, in the group with MP and 44 % in the group with severe MR"
chunk_2815,TextChunk,Effects of calcium channel blockers on bupivacaine - induced toxicity .
chunk_2816,TextChunk,The purpose of this study was to investigate the influence of calcium channel blockers on bupivacaine - induced acute toxicity .
chunk_2817,TextChunk,"For each of the three tested calcium channel blockers ( diltiazem , verapamil and bepridil ) 6 groups of mice were treated by two different doses , i ."
bepridil,Chemical,bepridil
chunk_2818,TextChunk,e .
chunk_2819,TextChunk,2 and 10 mg / kg / i .
chunk_2820,TextChunk,"p ., or an equal volume of saline for the control group ( n = 20 ); 15 minutes later , all the animals were injected with a single 50 mg / kg / i ."
chunk_2821,TextChunk,p .
chunk_2822,TextChunk,dose of bupivacaine .
chunk_2823,TextChunk,"The convulsant activity , the time of latency to convulse and the mortality rate were assessed in each group ."
chunk_2824,TextChunk,The local anesthetic - induced mortality was significantly increased by the three different calcium channel blockers .
chunk_2825,TextChunk,The convulsant activity of bupivacaine was not significantly modified but calcium channel blockers decreased the time of latency to obtain bupivacaine - induced convulsions ; this effect was less pronounced with bepridil
chunk_2826,TextChunk,Selegiline - induced postural hypotension in Parkinson's disease : a longitudinal study on the effects of drug withdrawal .
Selegiline,Chemical,Selegiline
postural hypotension,Disease,postural hypotension
chunk_2827,TextChunk,OBJECTIVES : The United Kingdom Parkinson's Disease Research Group ( UKPDRG ) trial found an increased mortality in patients with Parkinson's disease ( PD ) randomized to receive 10 mg selegiline per day and L-dopa compared with those taking L-dopa alone .
Parkinson's Disease,Disease,Parkinson's Disease
selegiline,Chemical,selegiline
chunk_2828,TextChunk,"Recently , we found that therapy with selegiline and L-dopa was associated with selective systolic orthostatic hypotension which was abolished by withdrawal of selegiline ."
systolic orthostatic hypotension,Disease,systolic orthostatic hypotension
chunk_2829,TextChunk,This unwanted effect on postural blood pressure was not the result of underlying autonomic failure .
chunk_2830,TextChunk,The aims of this study were to confirm our previous findings in a separate cohort of patients and to determine the time course of the cardiovascular consequences of stopping selegiline in the expectation that this might shed light on the mechanisms by which the drug causes orthostatic hypotension .
chunk_2831,TextChunk,METHODS : The cardiovascular responses to standing and head - up tilt were studied repeatedly in PD patients receiving selegiline and as the drug was withdrawn .
chunk_2832,TextChunk,"RESULTS : Head - up tilt caused systolic orthostatic hypotension which was marked in six of 20 PD patients on selegiline , one of whom lost consciousness with unrecordable blood pressures ."
chunk_2833,TextChunk,A lesser degree of orthostatic hypotension occurred with standing .
chunk_2834,TextChunk,Orthostatic hypotension was ameliorated 4 days after withdrawal of selegiline and totally abolished 7 days after discontinuation of the drug .
Orthostatic hypotension,Disease,Orthostatic hypotension
chunk_2835,TextChunk,Stopping selegiline also significantly reduced the supine systolic and diastolic blood pressures consistent with a previously undescribed supine pressor action .
reduced the supine systolic and diastolic blood pressures,Disease,reduced the supine systolic and diastolic blood pressures
chunk_2836,TextChunk,CONCLUSION : This study confirms our previous finding that selegiline in combination with L-dopa is associated with selective orthostatic hypotension .
chunk_2837,TextChunk,The possibilities that these cardiovascular findings might be the result of non - selective inhibition of monoamine oxidase or of amphetamine and metamphetamine
metamphetamine,Chemical,metamphetamine
chunk_2838,TextChunk,Explicit episodic memory for sensory - discriminative components of capsaicin - induced pain : immediate and delayed ratings .
chunk_2839,TextChunk,Pain memory is thought to affect future pain sensitivity and thus contribute to clinical pain conditions .
chunk_2840,TextChunk,Systematic investigations of the human capacity to remember sensory features of experimental pain are sparse .
chunk_2841,TextChunk,"In order to address long - term pain memory , nine healthy male volunteers received intradermal injections of three doses of capsaicin ( 0 ."
chunk_2842,TextChunk,"05 , 1 and 20 microg , separated by 15 min breaks ), each given three times in a balanced design across three sessions at one week intervals ."
chunk_2843,TextChunk,"Pain rating was performed using a computerized visual analogue scale ( 0 - 100 ) digitized at 1 / s , either immediately online or one hour or one day after injection ."
chunk_2844,TextChunk,Subjects also recalled their pains one week later .
pains,Disease,pains
chunk_2845,TextChunk,Capsaicin injection reliably induced a dose - dependent flare ( p < 0 .
chunk_2846,TextChunk,001 ) without any difference within or across sessions .
chunk_2847,TextChunk,The strong burning pain decayed exponentially within a few minutes .
chunk_2848,TextChunk,Subjects were able to reliably discriminate pain magnitude and duration across capsaicin doses ( both p < 0 .
chunk_2849,TextChunk,"001 ), regardless of whether first - time ratings were requested immediately , after one hour or after one day ."
chunk_2850,TextChunk,Pain recall after one week was similarly precise ( magnitude : p < 0 .
chunk_2851,TextChunk,"01 , duration : p < 0 ."
chunk_2852,TextChunk,05 ). Correlation with rating recall after one week was best when first - time ratings were requested as late as one day after injection ( R ( 2 )= 0 .
chunk_2853,TextChunk,79 ) indicating that both rating retrievals utilized similar memory traces .
chunk_2854,TextChunk,These results indicate a reliable memory for magnitude and duration of experimentally induced pain
chunk_2855,TextChunk,Reversibility of captopril - induced renal insufficiency after prolonged use in an unusual case of renovascular hypertension .
captopril,Chemical,captopril
renovascular hypertension,Disease,renovascular hypertension
chunk_2856,TextChunk,"We report a case of severe hypertension with an occluded renal artery to a solitary kidney , who developed sudden deterioration of renal function following treatment with captopril ."
sudden deterioration of renal function,Disease,sudden deterioration of renal function
chunk_2857,TextChunk,His renal function remained impaired but stable during 2 years ' treatment with captopril but returned to pre - treatment levels soon after cessation of the drug .
chunk_2858,TextChunk,This indicates reversibility in captopril - induced renal failure
chunk_2859,TextChunk,Liver disease caused by propylthiouracil .
Liver disease,Disease,Liver disease
propylthiouracil,Chemical,propylthiouracil
chunk_2860,TextChunk,"This report presents the clinical , laboratory , and light and electron microscopic observations on a patient with chronic active (aggressive) hepatitis caused by the administration of propylthiouracil ."
chronic active (aggressive) hepatitis,Disease,chronic active (aggressive) hepatitis
chunk_2861,TextChunk,This is an addition to the list of drugs that must be considered in the evaluation of chronic liver disease
chunk_2862,TextChunk,Capsaicin - induced muscle pain alters the excitability of the human jaw - stretch reflex .
muscle pain,Disease,muscle pain
chunk_2863,TextChunk,"The pathophysiology of painful temporomandibular disorders is not fully understood , but evidence suggests that muscle pain modulates motor function in characteristic ways ."
temporomandibular disorders,Disease,temporomandibular disorders
chunk_2864,TextChunk,This study tested the hypothesis that activation of nociceptive muscle afferent fibers would be linked to an increased excitability of the human jaw - stretch reflex and whether this process would be sensitive to length and velocity of the stretch .
nociceptive muscle,Disease,nociceptive muscle
chunk_2865,TextChunk,Capsaicin ( 10 micro g ) was injected into the masseter muscle to induce pain in 11 healthy volunteers .
chunk_2866,TextChunk,"Short - latency reflex responses were evoked in the masseter and temporalis muscles by a stretch device with different velocities and displacements before , during , and after the pain ."
chunk_2867,TextChunk,"The normalized reflex amplitude increased with an increase in velocity at a given displacement , but remained constant with different displacements at a given velocity ."
chunk_2868,TextChunk,"The normalized reflex amplitude was significantly higher during pain , but only at faster stretches in the painful muscle ."
painful muscle,Disease,painful muscle
chunk_2869,TextChunk,Increased sensitivity of the fusimotor system during acute muscle pain
chunk_2870,TextChunk,Repetitive transcranial magnetic stimulation for levodopa - induced dyskinesias in Parkinson's disease .
chunk_2871,TextChunk,"In a placebo - controlled , single - blinded , crossover study , we assessed the effect of "" real "" repetitive transcranial magnetic stimulation ( rTMS ) versus "" sham "" rTMS ( placebo ) on peak dose dyskinesias in patients with Parkinson's disease ( PD ). Ten patients with PD and prominent dyskinesias had rTMS ( 1 , 800 pulses ; 1 Hz rate ) delivered over the motor cortex for 4 consecutive days twice , once real stimuli and once sham stimulation were used ; evaluations were done at the baseline and 1 day after the end of each of the treatment series ."
chunk_2872,TextChunk,Direct comparison between sham and real rTMS effects showed no significant difference in clinician - assessed dyskinesia severity .
chunk_2873,TextChunk,"However , comparison with the baseline showed small but significant reduction in dyskinesia severity following real rTMS but not placebo ."
chunk_2874,TextChunk,The major effect was on dystonia subscore .
chunk_2875,TextChunk,"Similarly , in patient diaries , although both treatments caused reduction in subjective dyskinesia scores during the days of intervention , the effect was sustained for 3 days after the intervention for the real rTMS only ."
chunk_2876,TextChunk,"Following rTMS , no side effects and no adverse effects on motor function and PD symptoms were noted ."
chunk_2877,TextChunk,The results suggest the existence of residual beneficial clinical aftereffects of consecutive daily applications of low - frequency rTMS on dyskinesias in PD
chunk_2878,TextChunk,Disulfiram - like syndrome after hydrogen cyanamide professional skin exposure : two case reports in France .
Disulfiram,Chemical,Disulfiram
hydrogen cyanamide,Chemical,hydrogen cyanamide
chunk_2879,TextChunk,Hydrogen cyanamide is a plant growth regulator used in agriculture to induce bud break in fruit trees .
Hydrogen cyanamide,Chemical,Hydrogen cyanamide
chunk_2880,TextChunk,Contact with the skin can result in percutaneous absorption of the substance that inhibits aldehyde dehydrogenase and can induce acetaldehyde syndrome in case of alcohol use .
aldehyde,Chemical,aldehyde
acetaldehyde,Chemical,acetaldehyde
chunk_2881,TextChunk,The purpose of this report is to describe two cases of a disulfiram - like syndrome following occupational exposure to hydrogen cyanamide .
chunk_2882,TextChunk,"The first case involved a 59 - year - old man who used Dormex , which contains hydrogen cyanamide , without protection after consuming a large amount of alcohol during a meal ."
Dormex,Chemical,Dormex
chunk_2883,TextChunk,"In less than 1 hour after the ingestion of alcohol , he developed malaise with flushing of the face , tachycardia , and dyspnea ."
flushing of the face,Disease,flushing of the face
chunk_2884,TextChunk,Manifestations regressed spontaneously under surveillance in the hospital .
chunk_2885,TextChunk,The second case occurred in a 55 - year - old farmer following cutaneous contact with Dormex .
chunk_2886,TextChunk,"Five hours after exposure , he developed disulfiram - like syndrome with flushing , tachycardia , and arterial hypotension after consuming three glasses of wine ."
flushing,Disease,flushing
arterial hypotension,Disease,arterial hypotension
chunk_2887,TextChunk,The patient recovered spontaneously in 3 hours under surveillance in the hospital .
chunk_2888,TextChunk,These cases confirm the necessity of avoiding alcohol consumption as recommended in the instructions for use of Dormex
chunk_2889,TextChunk,Repeated trimipramine induces dopamine D2 / D3 and alpha1 - adrenergic up - regulation .
trimipramine,Chemical,trimipramine
chunk_2890,TextChunk,"Trimipramine ( TRI ), which shows a clinical antidepressant activity , is chemically related to imipramine but does not inhibit the reuptake of noradrenaline and 5-hydroxytryptamine , nor does it induce beta - adrenergic down - regulation ."
Trimipramine,Chemical,Trimipramine
TRI,Chemical,TRI
5-hydroxytryptamine,Chemical,5-hydroxytryptamine
chunk_2891,TextChunk,The mechanism of its antidepressant activity is still unknown .
chunk_2892,TextChunk,"The aim of the present study was to find out whether TRI given repeatedly was able to induce adaptive changes in the dopaminergic and alpha1 - adrenergic systems , demonstrated by us previously for various antidepressants ."
chunk_2893,TextChunk,TRI was given to male Wistar rats and male Albino Swiss mice perorally twice daily for 14 days .
chunk_2894,TextChunk,In the acute experiment TRI ( given i .
chunk_2895,TextChunk,p .) does not antagonize the reserpine hypothermia in mice and does not potentiate the 5-hydroxytryptophan head twitches in rats .
reserpine hypothermia,Disease,reserpine hypothermia
5-hydroxytryptophan,Chemical,5-hydroxytryptophan
chunk_2896,TextChunk,"TRI given repeatedly to rats increases the locomotor hyperactivity induced by d-amphetamine , quinpirole and (+)- 7 - hydroxy - dipropyloaminotetralin ( dopamine D2 and D3 effects ). The stereotypies induced by d-amphetamine or apomorphine are not potentiated by TRI ."
d-amphetamine,Chemical,d-amphetamine
quinpirole,Chemical,quinpirole
chunk_2897,TextChunk,"It increases the behaviour stimulation evoked by phenylephrine ( given intraventricularly ) in rats , evaluated in the open field test as well as the aggressiveness evoked by clonidine in mice , both these effects being mediated by an alpha1 - adrenergic receptor ."
chunk_2898,TextChunk,"It may be concluded that , like other tricyclic antidepressants studied previously , TRI given repeatedly increases the responsiveness of brain dopamine D2 and D3 ( locomotor activity but not stereotypy ) as well as alpha1 - adrenergic receptors to their agonists ."
chunk_2899,TextChunk,"A question arises whether the reuptake inhibition is of any importance to the adaptive changes induced by repeated antidepressants , suggested to be responsible for the antidepressant"
chunk_2900,TextChunk,Ranitidine - induced acute interstitial nephritis in a cadaveric renal allograft .
Ranitidine,Chemical,Ranitidine
chunk_2901,TextChunk,Ranitidine frequently is used for preventing peptic ulceration after renal transplantation .
chunk_2902,TextChunk,This drug occasionally has been associated with acute interstitial nephritis in native kidneys .
chunk_2903,TextChunk,There are no similar reports with renal transplantation .
chunk_2904,TextChunk,We report a case of ranitidine - induced acute interstitial nephritis
ranitidine,Chemical,ranitidine
chunk_2905,TextChunk,"Late , late doxorubicin cardiotoxicity ."
doxorubicin cardiotoxicity,Disease,doxorubicin cardiotoxicity
chunk_2906,TextChunk,Cardiac toxicity is a major complication which limits the use of adriamycin as a chemotherapeutic agent .
Cardiac toxicity,Disease,Cardiac toxicity
chunk_2907,TextChunk,Cardiomyopathy is frequent when the total dose exceeds 600 mg / m2 and occurs within one to six months after cessation of therapy .
Cardiomyopathy,Disease,Cardiomyopathy
chunk_2908,TextChunk,"A patient is reported who developed progressive cardiomyopathy two and one - half years after receiving 580 mg / m2 which apparently represents late , late cardiotoxicity"
chunk_2909,TextChunk,Acetazolamide - induced nephrolithiasis : implications for treatment of neuromuscular disorders .
Acetazolamide,Chemical,Acetazolamide
nephrolithiasis,Disease,nephrolithiasis
neuromuscular disorders,Disease,neuromuscular disorders
chunk_2910,TextChunk,Carbonic anhydrase inhibitors can cause nephrolithiasis .
chunk_2911,TextChunk,We studied 20 patients receiving long - term carbonic anhydrase inhibitor treatment for periodic paralysis and myotonia .
myotonia,Disease,myotonia
chunk_2912,TextChunk,Three patients on acetazolamide ( 15 %) developed renal calculi .
acetazolamide,Chemical,acetazolamide
renal calculi,Disease,renal calculi
chunk_2913,TextChunk,"Extracorporeal lithotripsy successfully removed a renal calculus in one patient and surgery removed a staghorn calculus in another , permitting continued treatment ."
renal calculus,Disease,renal calculus
calculus,Disease,calculus
chunk_2914,TextChunk,Renal function remained normal in all patients .
chunk_2915,TextChunk,Nephrolithiasis is a complication of acetazolamide
Nephrolithiasis,Disease,Nephrolithiasis
chunk_2916,TextChunk,Is the treatment of scabies hazardous ? Treatment for scabies is usually initiated by general practitioners ; most consider lindane ( gamma benzene hexachloride ) the treatment of choice .
scabies,Disease,scabies
lindane,Chemical,lindane
gamma benzene hexachloride,Chemical,gamma benzene hexachloride
chunk_2917,TextChunk,"Lindane is also widely used as an agricultural and industrial pesticide , and as a result the toxic profile of this insecticide is well understood ."
Lindane,Chemical,Lindane
chunk_2918,TextChunk,Evidence is accumulating that lindane can be toxic to the central nervous system and may be associated with aplastic anaemia .
toxic to the central nervous system,Disease,toxic to the central nervous system
aplastic anaemia,Disease,aplastic anaemia
chunk_2919,TextChunk,Preparations containing lindane continue to be sold over the counter and may represent a hazard to poorly informed patients .
chunk_2920,TextChunk,"This literature review suggests that general practitioners should prescribe scabicides with increased caution for certain at - risk groups , and give adequate warnings regarding potential toxicity"
chunk_2921,TextChunk,Anaesthetists ' nightmare : masseter spasm after induction in an undiagnosed case of myotonia congenita .
masseter spasm,Disease,masseter spasm
myotonia congenita,Disease,myotonia congenita
chunk_2922,TextChunk,"We report an undiagnosed case of myotonia congenita in a 24 - year - old previously healthy primigravida , who developed life threatening masseter spasm following a standard dose of intravenous suxamethonium"
chunk_2923,TextChunk,Toxicity in rhesus monkeys following administration of the 8-aminoquinoline 8-[(4-amino-l-methylbutyl)amino]- 5-(l-hexyloxy)-6-methoxy-4-methylquinoline ( WR242511 ). INTRODUCTION : Many substances that form methemoglobin ( MHb ) effectively counter cyanide ( CN ) toxicity .
8-aminoquinoline 8-[(4-amino-l-methylbutyl)amino]- 5-(l-hexyloxy)-6-methoxy-4-methylquinoline,Chemical,8-aminoquinoline 8-[(4-amino-l-methylbutyl)amino]- 5-(l-hexyloxy)-6-methoxy-4-methylquinoline
WR242511,Chemical,WR242511
chunk_2924,TextChunk,"Although MHb formers are generally applied as treatments for CN poisoning , it has been proposed that a stable , long - acting MHb former could serve as a CN pretreatment ."
chunk_2925,TextChunk,"Using this rationale , the 8-aminoquinoline WR242511 , a potent long - lasting MHb former in rodents and beagle dogs , was studied in the rhesus monkey for advanced development as a potential CN pretreatment ."
8-aminoquinoline WR242511,Chemical,8-aminoquinoline WR242511
chunk_2926,TextChunk,"METHODS : In this study , WR242511 was administered intravenously ( IV ) in 2 female and 4 male rhesus monkeys in doses of 3 ."
chunk_2927,TextChunk,5 and / or 7 .
chunk_2928,TextChunk,0 mg / kg ; a single male also received WR242511 orally ( PO ) at 7 .
chunk_2929,TextChunk,0 mg / kg .
chunk_2930,TextChunk,Health status and MHb levels were monitored following exposure .
chunk_2931,TextChunk,"RESULTS : The selected doses of WR242511 , which produced significant methemoglobinemia in beagle dogs in earlier studies conducted elsewhere , produced very little MHb ( mean < 2 ."
methemoglobinemia,Disease,methemoglobinemia
chunk_2932,TextChunk,0 %) in the rhesus monkey .
chunk_2933,TextChunk,"Furthermore , transient hemoglobinuria was noted approximately 60 minutes postinjection of WR242511 ( 3 ."
hemoglobinuria,Disease,hemoglobinuria
chunk_2934,TextChunk,5 or 7 .
chunk_2935,TextChunk,"0 mg / kg ), and 2 lethalities occurred ( one IV and one PO ) following the 7 ."
chunk_2936,TextChunk,0 mg / kg dose .
chunk_2937,TextChunk,Myoglobinuria was also observed following the 7 .
Myoglobinuria,Disease,Myoglobinuria
chunk_2938,TextChunk,0 mg / kg dose .
chunk_2939,TextChunk,"Histopathology analyses in the 2 animals that died revealed liver and kidney toxicity , with greater severity in the orally - treated animal ."
liver and kidney toxicity,Disease,liver and kidney toxicity
chunk_2940,TextChunk,CONCLUSIONS : These data demonstrate direct and / or indirect drug - induced toxicity .
chunk_2941,TextChunk,It is concluded that WR242511 should not be pursued as a pretreatment for CN poisoning unless the anti - CN characteristics of this compound can be successfully dissociated from those producing undesirable toxicity
chunk_2942,TextChunk,Neuroplasticity of the adult primate auditory cortex following cochlear hearing loss .
chunk_2943,TextChunk,Tonotopic organization is an essential feature of the primary auditory area ( A1 ) of primate cortex .
chunk_2944,TextChunk,"In A1 of macaque monkeys , low frequencies are represented rostrolaterally and high frequencies are represented caudomedially ."
chunk_2945,TextChunk,The purpose of this study was to determine if changes occur in this tonotopic organization following cochlear hearing loss .
chunk_2946,TextChunk,"Under anesthesia , the superior temporal gyrus of adult macaque monkeys was exposed , and the tonotopic organization of A1 was mapped using conventional microelectrode recording techniques ."
chunk_2947,TextChunk,"Following recovery , the monkeys were selectively deafened for high frequencies using kanamycin and furosemide ."
